station,valid,time,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,feel
0CO,1/13/24,4:55:00 AM,-4,-7.6,84.04,330,6,0,29.94,10,M,BKN,OVC,M,M,900,1300,M,-17.83
0CO,1/13/24,5:55:00 AM,-4,-7.6,84.04,330,7,0,29.95,7,M,SCT,OVC,M,M,200,700,M,-19.1
0CO,1/13/24,6:55:00 AM,-4,-7.6,84.04,360,3,0,29.95,10,M,BKN,OVC,M,M,1000,1800,M,-12.47
0CO,1/13/24,7:55:00 AM,-4,-7.6,84.04,330,9,0,29.94,1.75,17,SCT,SCT,M,M,100,8500,M,-21.25
0CO,1/13/24,8:55:00 AM,-5.8,-9.4,83.91,330,10,0,29.94,10,M,CLR,M,M,M,M,M,M,-24.43
0CO,1/13/24,9:55:00 AM,-5.8,-9.4,83.91,320,9,0,29.95,10,14,CLR,M,M,M,M,M,M,-23.49
0CO,1/13/24,10:55:00 AM,-5.8,-9.4,83.91,330,9,0,29.94,10,14,SCT,M,M,M,1800,M,M,-23.49
0CO,1/13/24,11:55:00 AM,-5.8,-9.4,83.91,300,10,0,29.92,10,M,CLR,M,M,M,M,M,M,-24.43
0CO,1/13/24,12:55:00 PM,-4,-9.4,76.96,290,12,0,29.92,10,M,CLR,M,M,M,M,M,M,-23.82
0CO,1/13/24,1:55:00 PM,-5.8,-9.4,83.91,300,12,0,29.91,10,M,CLR,M,M,M,M,M,M,-26.11
0CO,1/13/24,2:55:00 PM,-4,-7.6,84.04,300,14,0,29.92,10,21,CLR,M,M,M,M,M,M,-25.24
0CO,1/13/24,3:55:00 PM,-4,-7.6,84.04,300,16,0,29.92,7,20,CLR,M,M,M,M,M,M,-26.5
0CO,1/13/24,4:55:00 PM,-4,-7.6,84.04,300,17,0,29.93,7,28,CLR,M,M,M,M,M,M,-27.09
0CO,1/13/24,5:55:00 PM,-2.2,-5.8,84.17,M,M,0,29.91,5,M,CLR,M,M,M,M,M,M,M
0CO,1/13/24,6:55:00 PM,-0.4,-5.8,77.32,310,19,0,29.89,1.25,30,SCT,BKN,M,M,800,1400,M,-23.41
0CO,1/13/24,7:55:00 PM,-2.2,-5.8,84.17,350,17,0,29.89,0.25,29,OVC,M,M,M,100,M,M,-24.73
0CO,1/14/24,8:55:00 PM,-2.2,-7.6,77.14,330,17,0,29.9,0.25,28,OVC,M,M,M,100,M,M,-24.73
0CO,1/14/24,9:55:00 PM,-2.2,-5.8,84.17,310,20,0,29.9,0.25,35,BKN,OVC,M,M,300,1200,M,-26.29
0CO,1/14/24,10:55:00 PM,-0.4,-5.8,77.32,330,24,0,29.91,0.25,36,OVC,M,M,M,100,M,M,-25.65
0CO,1/14/24,11:55:00 PM,-4,-7.6,84.04,300,14,0,29.91,0.25,25,OVC,M,M,M,100,M,M,-25.24
0CO,1/14/24,12:55:00 AM,-4,-9.4,76.96,340,22,0,29.91,0.25,28,OVC,M,M,M,300,M,M,-29.63
0CO,1/14/24,1:55:00 AM,-4,-9.4,76.96,340,22,0,29.91,0.25,34,OVC,M,M,M,300,M,M,-29.63
0CO,1/14/24,2:55:00 AM,-5.8,-9.4,83.91,350,16,0,29.95,0.25,29,OVC,M,M,M,100,M,M,-28.85
0CO,1/14/24,3:55:00 AM,-5.8,-9.4,83.91,350,22,0,29.95,0.25,29,OVC,M,M,M,100,M,M,-32.04
0CO,1/14/24,4:55:00 AM,-5.8,-9.4,83.91,360,13,0,29.96,0.25,27,OVC,M,M,M,100,M,M,-26.86
0CO,1/14/24,5:55:00 AM,-5.8,-9.4,83.91,10,10,0,29.98,0.25,23,OVC,M,M,M,100,M,M,-24.43
0CO,1/14/24,6:55:00 AM,-5.8,-9.4,83.91,360,12,0,30,0.25,29,OVC,M,M,M,100,M,M,-26.11
0CO,1/14/24,7:55:00 AM,-7.6,-11.2,83.78,350,16,0,29.99,0.25,28,OVC,M,M,M,100,M,M,-31.2
0CO,1/14/24,8:55:00 AM,-7.6,-13,76.59,350,17,0,29.99,0.25,30,OVC,M,M,M,100,M,M,-31.8
0CO,1/14/24,9:55:00 AM,-7.6,-13,76.59,320,23,0,29.98,0.25,27,OVC,M,M,M,100,M,M,-34.92
0CO,1/14/24,10:55:00 AM,-7.6,-13,76.59,310,25,0,29.96,0.75,31,OVC,M,M,M,100,M,M,-35.8
0CO,1/14/24,11:55:00 AM,-7.6,-11.2,83.78,330,20,0,29.98,2,29,SCT,BKN,M,M,100,5500,M,-33.46
0CO,1/14/24,12:55:00 PM,-7.6,-13,76.59,340,17,0,30.02,1.25,25,BKN,OVC,M,M,1100,4200,M,-31.8
0CO,1/14/24,1:55:00 PM,-7.6,-13,76.59,350,13,0,30.04,1.25,28,SCT,SCT,OVC,M,200,900,1400,-29.16
0CO,1/14/24,2:55:00 PM,-7.6,-13,76.59,320,16,0,30.05,1.25,28,SCT,BKN,OVC,M,200,1500,2200,-31.2
0CO,1/14/24,3:55:00 PM,-5.8,-11.2,76.77,360,11,0,30.06,1.25,20,SCT,BKN,OVC,M,300,2000,2700,-25.3
0CO,1/14/24,4:55:00 PM,-4,-7.6,84.04,330,12,0,30.1,5,21,OVC,M,M,M,2000,M,M,-23.82
0CO,1/14/24,5:55:00 PM,-0.4,-5.8,77.32,350,5,0,30.11,7,M,SCT,M,M,M,3200,M,M,-12.08
0CO,1/14/24,6:55:00 PM,-0.4,-5.8,77.32,20,7,0,30.1,0.25,M,OVC,M,M,M,100,M,M,-14.71
0CO,1/14/24,7:55:00 PM,-0.4,-5.8,77.32,320,13,0,30.08,0.5,22,BKN,OVC,M,M,100,2100,M,-19.94
0CO,1/15/24,8:55:00 PM,-0.4,-4,84.3,340,15,0,30.08,0.25,24,OVC,M,M,M,100,M,M,-21.22
0CO,1/15/24,9:55:00 PM,-0.4,-4,84.3,350,13,0,30.08,0.25,23,OVC,M,M,M,100,M,M,-19.94
0CO,1/15/24,10:55:00 PM,-0.4,-5.8,77.32,340,14,0,30.1,0.25,21,OVC,M,M,M,300,M,M,-20.6
0CO,1/15/24,11:55:00 PM,-0.4,-5.8,77.32,340,20,0,30.09,0.25,26,OVC,M,M,M,100,M,M,-23.89
0CO,1/15/24,12:55:00 AM,-2.2,-5.8,84.17,330,25,0,30.1,0.25,31,OVC,M,M,M,100,M,M,-28.49
0CO,1/15/24,1:55:00 AM,-2.2,-5.8,84.17,330,20,0,30.13,0.5,27,OVC,M,M,M,100,M,M,-26.29
0CO,1/15/24,2:55:00 AM,-2.2,-5.8,84.17,330,21,0,30.12,0.75,31,BKN,OVC,M,M,500,1000,M,-26.76
0CO,1/15/24,3:55:00 AM,-2.2,-5.8,84.17,330,17,0,30.12,2.5,27,BKN,OVC,M,M,500,1000,M,-24.73
0CO,1/15/24,4:55:00 AM,-0.4,-5.8,77.32,330,23,0,30.12,0.75,33,OVC,M,M,M,300,M,M,-25.24
0CO,1/15/24,5:55:00 AM,-0.4,-5.8,77.32,330,23,0,30.13,0.5,31,OVC,M,M,M,300,M,M,-25.24
0CO,1/15/24,6:55:00 AM,-2.2,-5.8,84.17,330,22,0,30.12,0.5,29,OVC,M,M,M,100,M,M,-27.22
0CO,1/15/24,7:55:00 AM,-4,-7.6,84.04,350,22,0,30.1,M,35,OVC,M,M,M,100,M,M,-29.63
0CO,1/15/24,8:55:00 AM,-4,-7.6,84.04,330,24,0,30.11,0.5,34,OVC,M,M,M,100,M,M,-30.51
0CO,1/15/24,9:55:00 AM,-4,-7.6,84.04,340,23,0,30.13,0.5,32,OVC,M,M,M,600,M,M,-30.08
0CO,1/15/24,10:55:00 AM,-4,-7.6,84.04,350,17,0,30.15,0.5,31,OVC,M,M,M,200,M,M,-27.09
0CO,1/15/24,11:55:00 AM,-4,-7.6,84.04,340,20,0,30.17,M,32,BKN,OVC,M,M,200,800,M,-28.68
0CO,1/15/24,12:55:00 PM,-2.2,-5.8,84.17,340,25,0,30.21,0.25,33,OVC,M,M,M,100,M,M,-28.49
0CO,1/15/24,1:55:00 PM,-0.4,-5.8,77.32,350,18,0,30.25,2,28,BKN,M,M,M,100,M,M,-22.9
0CO,1/15/24,2:55:00 PM,-0.4,-5.8,77.32,360,10,0,30.27,2,27,CLR,M,M,M,M,M,M,-17.66
0CO,1/15/24,3:55:00 PM,1.4,-2.2,84.43,20,6,0,30.31,10,18,CLR,M,M,M,M,M,M,-11.32
0CO,1/15/24,4:55:00 PM,3.2,1.4,91.99,10,9,0,30.36,10,16,CLR,M,M,M,M,M,M,-12.3
0CO,1/15/24,5:55:00 PM,6.8,3.2,84.8,360,4,0,30.38,10,M,CLR,M,M,M,M,M,M,-2.01
0CO,1/15/24,6:55:00 PM,8.6,5,84.93,10,7,0,30.39,10,M,CLR,M,M,M,M,M,M,-3.74
0CO,1/15/24,7:55:00 PM,10.4,8.6,92.25,350,12,0,30.38,10,18,CLR,M,M,M,M,M,M,-5.49
0CO,1/16/24,8:55:00 PM,14,12.2,92.38,340,8,0,30.38,10,14,CLR,M,M,M,M,M,M,1.94
0CO,1/16/24,9:55:00 PM,17.6,14,85.51,360,8,0,30.4,10,21,CLR,M,M,M,M,M,M,6.37
0CO,1/16/24,10:55:00 PM,17.6,14,85.51,340,13,0,30.43,10,18,CLR,M,M,M,M,M,M,3.12
0CO,1/16/24,11:55:00 PM,15.8,14,92.44,340,14,0,30.43,10,22,CLR,M,M,M,M,M,M,0.28
0CO,1/16/24,12:55:00 AM,17.6,14,85.51,10,6,0,30.46,10,M,CLR,M,M,M,M,M,M,8.19
0CO,1/16/24,1:55:00 AM,17.6,15.8,92.5,330,13,0,30.47,10,19,CLR,M,M,M,M,M,M,3.12
0CO,1/16/24,2:55:00 AM,17.6,15.8,92.5,330,16,0,30.48,10,M,CLR,M,M,M,M,M,M,1.65
0CO,1/16/24,3:55:00 AM,17.6,15.8,92.5,330,15,0,30.48,10,M,CLR,M,M,M,M,M,M,2.11
0CO,1/16/24,4:55:00 AM,17.6,15.8,92.5,330,15,0,30.48,10,M,CLR,M,M,M,M,M,M,2.11
0CO,1/16/24,5:55:00 AM,19.4,14,79.16,330,13,0,30.49,10,20,CLR,M,M,M,M,M,M,5.43
0CO,1/16/24,6:55:00 AM,19.4,12.2,73.13,320,12,0,30.48,10,19,CLR,M,M,M,M,M,M,5.97
0CO,1/16/24,7:55:00 AM,21.2,12.2,67.73,320,17,0,30.46,10,21,CLR,M,M,M,M,M,M,5.93
0CO,1/16/24,8:55:00 AM,19.4,10.4,67.51,340,11,0,30.45,10,22,CLR,M,M,M,M,M,M,6.54
0CO,1/16/24,9:55:00 AM,19.4,8.6,62.28,330,15,0,30.43,10,21,CLR,M,M,M,M,M,M,4.45
0CO,1/16/24,10:55:00 AM,19.4,10.4,67.51,330,15,0,30.41,10,25,CLR,M,M,M,M,M,M,4.45
0CO,1/16/24,11:55:00 AM,21.2,10.4,62.53,310,22,0,30.37,7,29,CLR,M,M,M,M,M,M,4.12
0CO,1/16/24,12:55:00 PM,19.4,8.6,62.28,330,18,0,30.38,10,24,CLR,M,M,M,M,M,M,3.16
0CO,1/16/24,1:55:00 PM,21.2,8.6,57.69,320,20,0,30.37,10,27,CLR,M,M,M,M,M,M,4.79
0CO,1/16/24,2:55:00 PM,21.2,8.6,57.69,320,20,0,30.36,10,29,CLR,M,M,M,M,M,M,4.79
0CO,1/16/24,3:55:00 PM,23,8.6,53.47,310,21,0,30.35,10,27,CLR,M,M,M,M,M,M,6.85
0CO,1/16/24,4:55:00 PM,24.8,8.6,49.59,310,21,0,30.34,10,31,CLR,M,M,M,M,M,M,9.25
0CO,1/16/24,5:55:00 PM,23,12.2,62.78,320,18,0,30.32,10,24,CLR,M,M,M,M,M,M,7.9
0CO,1/16/24,6:55:00 PM,24.8,12.2,58.22,310,20,0,30.28,10,27,CLR,M,M,M,M,M,M,9.58
0CO,1/16/24,7:55:00 PM,26.6,12.2,54.03,310,18,0,30.25,10,27,CLR,M,M,M,M,M,M,12.64
0CO,1/17/24,8:55:00 PM,23,14,67.96,320,17,0,30.2,10,21,CLR,M,M,M,M,M,M,8.28
0CO,1/17/24,9:55:00 PM,24.8,10.4,53.75,300,18,0,30.19,10,28,CLR,M,M,M,M,M,M,10.27
0CO,1/17/24,10:55:00 PM,23,8.6,53.47,310,23,0,30.15,10,29,CLR,M,M,M,M,M,M,6.22
0CO,1/17/24,11:55:00 PM,21.2,8.6,57.69,310,24,0,30.12,10,29,CLR,M,M,M,M,M,M,3.49
0CO,1/17/24,12:55:00 AM,19.4,6.8,57.41,320,22,0,30.1,10,29,CLR,M,M,M,M,M,M,1.71
0CO,1/17/24,1:55:00 AM,15.8,6.8,67.05,320,20,0,30.07,10,28,CLR,M,M,M,M,M,M,-2.38
0CO,1/17/24,2:55:00 AM,17.6,3.2,52.6,320,22,0,30.03,10,30,CLR,M,M,M,M,M,M,-0.7
0CO,1/17/24,3:55:00 AM,14,1.4,56.58,320,25,0,30.01,10,32,CLR,M,M,M,M,M,M,-6.56
0CO,1/17/24,4:55:00 AM,15.8,-4,40.53,320,29,0,29.98,10,36,CLR,M,M,M,M,M,M,-5.31
0CO,1/17/24,5:55:00 AM,15.8,-7.6,34.07,300,30,0,29.96,7,43,CLR,M,M,M,M,M,M,-5.59
0CO,1/17/24,6:55:00 AM,15.8,-9.4,31.19,300,37,0,29.92,5,42,CLR,M,M,M,M,M,M,-7.34
0CO,1/17/24,7:55:00 AM,14,-9.4,33.74,300,33,0,29.88,7,47,CLR,M,M,M,M,M,M,-8.87
0CO,1/17/24,8:55:00 AM,14,-9.4,33.74,300,31,0,29.86,7,40,CLR,M,M,M,M,M,M,-8.34
0CO,1/17/24,9:55:00 AM,10.4,-5.8,47.15,M,M,0,29.85,10,M,CLR,M,M,M,M,M,M,M
0CO,1/17/24,10:55:00 AM,8.6,-5.8,51.11,330,22,0,29.84,10,30,CLR,M,M,M,M,M,M,-12.76
0CO,1/17/24,11:55:00 AM,5,-4,65.62,330,23,0,29.83,10,31,CLR,M,M,M,M,M,M,-17.98
0CO,1/17/24,12:55:00 PM,6.8,-5.8,55.44,320,23,0,29.81,10,36,CLR,M,M,M,M,M,M,-15.56
0CO,1/17/24,1:55:00 PM,10.4,-7.6,43.21,310,32,0,29.77,7,41,CLR,M,M,M,M,M,M,-13.59
0CO,1/17/24,2:55:00 PM,10.4,-4,51.41,300,33,0,29.76,4,41,CLR,M,M,M,M,M,M,-13.87
0CO,1/17/24,3:55:00 PM,8.6,-0.4,66.11,320,26,0,29.76,10,36,SCT,M,M,M,1000,M,M,-14.21
0CO,1/17/24,4:55:00 PM,5,-0.4,77.84,340,28,0,29.77,10,35,BKN,M,M,M,1100,M,M,-19.8
0CO,1/17/24,5:55:00 PM,12.2,8.6,85.17,320,30,0,29.77,2,36,OVC,M,M,M,700,M,M,-10.54
0CO,1/17/24,6:55:00 PM,12.2,6.8,78.51,310,19,0,29.77,7,38,BKN,BKN,M,M,1100,1900,M,-6.75
0CO,1/17/24,7:55:00 PM,12.2,5,72.33,M,M,0,29.74,5,M,SCT,SCT,SCT,M,2000,2400,3000,M
0CO,1/18/24,8:55:00 PM,12.2,5,72.33,320,25,0,29.73,10,34,SCT,SCT,M,M,2200,2800,M,-8.99
0CO,1/18/24,9:55:00 PM,10.4,5,78.35,350,9,0,29.77,7,17,OVC,M,M,M,2000,M,M,-3.34
0CO,1/18/24,10:55:00 PM,8.6,5,84.93,350,11,0,29.76,0.5,M,BKN,BKN,OVC,M,100,500,2000,-7.1
0CO,1/18/24,11:55:00 PM,8.6,5,84.93,340,8,0,29.76,0.25,M,OVC,M,M,M,100,M,M,-4.71
0CO,1/18/24,12:55:00 AM,8.6,5,84.93,310,12,0,29.75,0.5,M,SCT,BKN,OVC,M,100,1400,1800,-7.78
0CO,1/18/24,1:55:00 AM,8.6,5,84.93,280,16,0,29.74,1,23,BKN,BKN,OVC,M,300,900,2000,-10.08
0CO,1/18/24,2:55:00 AM,8.6,5,84.93,280,20,0,29.72,0.75,40,BKN,OVC,M,M,800,1200,M,-11.94
0CO,1/18/24,3:55:00 AM,8.6,5,84.93,290,36,0,29.69,0.25,M,OVC,M,M,M,500,M,M,-17.17
0CO,1/18/24,4:55:00 AM,6.8,3.2,84.8,350,9,0,29.72,0.25,18,OVC,M,M,M,100,M,M,-7.82
0CO,1/18/24,5:55:00 AM,1.4,-2.2,84.43,330,12,0,29.72,0.75,22,OVC,M,M,M,300,M,M,-16.94
0CO,1/18/24,6:55:00 AM,-0.4,-4,84.3,10,9,0,29.7,0.5,25,OVC,M,M,M,100,M,M,-16.77
0CO,1/18/24,7:55:00 AM,-2.2,-5.8,84.17,320,26,0,29.65,0.25,39,OVC,M,M,M,300,M,M,-28.89
0CO,1/18/24,8:55:00 AM,-2.2,-7.6,77.14,330,22,0,29.66,0.5,32,OVC,M,M,M,500,M,M,-27.22
0CO,1/18/24,9:55:00 AM,-4,-7.6,84.04,330,20,0,29.65,0.5,29,OVC,M,M,M,500,M,M,-28.68
0CO,1/18/24,10:55:00 AM,-4,-7.6,84.04,340,20,0,29.64,0.5,31,BKN,OVC,M,M,300,700,M,-28.68
0CO,1/18/24,11:55:00 AM,-5.8,-9.4,83.91,330,21,0,29.64,0.5,31,OVC,M,M,M,500,M,M,-31.56
0CO,1/18/24,12:55:00 PM,-5.8,-11.2,76.77,320,22,0,29.65,1,31,SCT,BKN,OVC,M,400,1000,1700,-32.04
0CO,1/18/24,1:55:00 PM,-5.8,-11.2,76.77,320,19,0,29.66,0.5,28,OVC,M,M,M,400,M,M,-30.55
0CO,1/18/24,2:55:00 PM,-7.6,-13,76.59,320,16,0,29.67,0.5,26,OVC,M,M,M,400,M,M,-31.2
0CO,1/18/24,3:55:00 PM,-7.6,-13,76.59,360,8,0,29.69,0.5,19,OVC,M,M,M,500,M,M,-24.67
0CO,1/18/24,4:55:00 PM,-9.4,-14.8,76.4,330,14,0,29.71,0.5,28,OVC,M,M,M,500,M,M,-32.2
0CO,1/18/24,5:55:00 PM,-9.4,-14.8,76.4,340,17,0,29.72,0.25,26,OVC,M,M,M,300,M,M,-34.16
0CO,1/18/24,6:55:00 PM,-9.4,-14.8,76.4,10,7,0,29.71,0.25,21,OVC,M,M,M,400,M,M,-25.68
0CO,1/18/24,7:55:00 PM,-9.4,-14.8,76.4,320,18,0,29.69,0.25,27,OVC,M,M,M,600,M,M,-34.75
0CO,1/19/24,8:55:00 PM,-11.2,-16.6,76.21,340,19,0,29.69,0.25,28,OVC,M,M,M,400,M,M,-37.69
0CO,1/19/24,9:55:00 PM,-13,-16.6,83.37,310,20,0,29.69,0.25,35,OVC,M,M,M,400,M,M,-40.63
0CO,1/19/24,10:55:00 PM,-13,-18.4,76.02,320,21,0,29.72,0.25,35,OVC,M,M,M,600,M,M,-41.16
0CO,1/19/24,11:55:00 PM,-14.8,-20.2,75.83,320,27,0,29.72,0.25,35,OVC,M,M,M,400,M,M,-46.44
0CO,1/19/24,12:55:00 AM,-14.8,-20.2,75.83,310,30,0,29.72,0.25,35,OVC,M,M,M,400,M,M,-47.68
0CO,1/19/24,1:55:00 AM,-16.6,-22,75.63,310,27,0,29.75,0.25,34,OVC,M,M,M,400,M,M,-48.89
0CO,1/19/24,2:55:00 AM,-16.6,-22,75.63,310,33,0,29.72,0.25,44,OVC,M,M,M,400,M,M,-51.32
0CO,1/19/24,3:55:00 AM,-16.6,-22,75.63,310,30,0,29.73,0.5,M,OVC,M,M,M,400,M,M,-50.16
0CO,1/19/24,4:55:00 AM,-18.4,-23.8,75.44,310,31,0,29.73,0.5,41,OVC,M,M,M,400,M,M,-53.04
0CO,1/19/24,5:55:00 AM,-18.4,-23.8,75.44,310,34,0,29.73,0.5,40,OVC,M,M,M,400,M,M,-54.19
0CO,1/19/24,6:55:00 AM,-18.4,-23.8,75.44,M,M,0,29.71,0.5,M,OVC,M,M,M,400,M,M,M
0CO,1/19/24,7:55:00 AM,-18.4,-23.8,75.44,M,M,0,29.69,0.5,M,OVC,M,M,M,600,M,M,M
0CO,1/19/24,8:55:00 AM,-18.4,-23.8,75.44,M,M,0,29.67,0.5,M,VV ,M,M,M,500,M,M,M
0CO,1/19/24,9:55:00 AM,-18.4,-23.8,75.44,M,M,0,29.67,0.25,M,OVC,M,M,M,800,M,M,M
0CO,1/19/24,10:55:00 AM,-16.6,-23.8,68.79,M,M,0,29.64,0.5,M,OVC,M,M,M,800,M,M,M
0CO,1/19/24,11:55:00 AM,-18.4,-23.8,75.44,320,31,0,29.65,0.5,45,OVC,M,M,M,600,M,M,-53.04
0CO,1/19/24,12:55:00 PM,-18.4,-23.8,75.44,320,32,0,29.65,0.5,41,OVC,M,M,M,600,M,M,-53.43
0CO,1/19/24,1:55:00 PM,-18.4,-23.8,75.44,320,29,0,29.65,0.5,38,OVC,M,M,M,400,M,M,-52.22
0CO,1/19/24,2:55:00 PM,-18.4,-23.8,75.44,320,28,0,29.67,0.25,35,OVC,M,M,M,300,M,M,-51.79
0CO,1/19/24,3:55:00 PM,-16.6,-22,75.63,310,30,0,29.68,0.5,42,BKN,BKN,BKN,M,100,4300,5000,-50.16
0CO,1/19/24,4:55:00 PM,-14.8,-18.4,83.23,300,23,0,29.69,7,38,CLR,M,M,M,M,M,M,-44.59
0CO,1/19/24,5:55:00 PM,-13,-18.4,76.02,300,27,0,29.67,3,M,CLR,M,M,M,M,M,M,-43.99
0CO,1/19/24,6:55:00 PM,-11.2,-16.6,76.21,310,17,0,29.65,0.25,27,OVC,M,M,M,100,M,M,-36.52
0CO,1/19/24,7:55:00 PM,-9.4,-14.8,76.4,330,19,0,29.64,0.25,35,OVC,M,M,M,100,M,M,-35.31
0CO,1/20/24,8:55:00 PM,-11.2,-16.6,76.21,320,22,0,29.62,0.25,32,OVC,M,M,M,200,M,M,-39.27
0CO,1/20/24,9:55:00 PM,-9.4,-14.8,76.4,300,27,0,29.62,0.5,37,BKN,OVC,M,M,400,1200,M,-39.08
0CO,1/20/24,10:55:00 PM,-9.4,-14.8,76.4,330,18,0,29.63,0.25,32,OVC,M,M,M,200,M,M,-34.75
0CO,1/20/24,11:55:00 PM,-11.2,-16.6,76.21,330,19,0,29.63,0.25,28,OVC,M,M,M,400,M,M,-37.69
0CO,1/20/24,12:55:00 AM,-13,-18.4,76.02,350,14,0,29.64,0.5,27,OVC,M,M,M,200,M,M,-36.84
0CO,1/20/24,1:55:00 AM,-13,-18.4,76.02,340,20,0,29.64,0.75,26,BKN,OVC,M,M,200,600,M,-40.63
0CO,1/20/24,2:55:00 AM,-13,-18.4,76.02,340,18,0,29.65,0.5,26,OVC,M,M,M,200,M,M,-39.49
0CO,1/20/24,3:55:00 AM,-13,-18.4,76.02,340,14,0,29.66,1.25,17,OVC,M,M,M,600,M,M,-36.84
0CO,1/20/24,4:56:00 AM,-13,-18.4,76.02,340,15,0,29.67,1,M,OVC,M,M,M,600,M,M,-37.56
0CO,1/20/24,5:55:00 AM,-13,-18.4,76.02,330,11,0,29.67,1,M,OVC,M,M,M,600,M,M,-34.4
0CO,1/20/24,6:55:00 AM,-13,-18.4,76.02,330,4,0,29.67,1.25,M,OVC,M,M,M,800,M,M,-25.13
0CO,1/20/24,7:55:00 AM,-14.8,-20.2,75.83,230,5,0,29.65,2,M,OVC,M,M,M,1000,M,M,-29.18
0CO,1/20/24,8:55:00 AM,-14.8,-18.4,83.23,290,11,0,29.64,3,M,SCT,BKN,OVC,M,1000,2300,2900,-36.68
0CO,1/20/24,9:55:00 AM,-14.8,-18.4,83.23,290,18,0,29.62,2.5,23,OVC,M,M,M,1400,M,M,-41.86
0CO,1/20/24,10:55:00 AM,-13,-18.4,76.02,320,13,0,29.62,2,25,BKN,OVC,M,M,700,1500,M,-36.08
0CO,1/20/24,11:55:00 AM,-16.6,-22,75.63,330,10,0,29.62,1,20,OVC,M,M,M,500,M,M,-37.98
0CO,1/20/24,12:55:00 PM,-16.6,-22,75.63,320,19,0,29.62,1,26,OVC,M,M,M,500,M,M,-44.83
0CO,1/20/24,1:55:00 PM,-16.6,-23.8,68.79,310,17,0,29.64,1,26,OVC,M,M,M,400,M,M,-43.59
0CO,1/20/24,2:55:00 PM,-18.4,-25.6,68.55,350,12,0,29.67,0.25,22,OVC,M,M,M,400,M,M,-42.14
0CO,1/20/24,3:55:00 PM,-20.2,-25.6,75.24,310,23,0,29.67,0.5,28,OVC,M,M,M,600,M,M,-51.85
0CO,1/20/24,4:55:00 PM,-18.4,-25.6,68.55,320,21,0,29.68,0.25,28,BKN,OVC,M,M,400,1000,M,-48.37
0CO,1/20/24,5:55:00 PM,-20.2,-27.4,68.31,360,8,0,29.71,0.25,23,OVC,M,M,M,400,M,M,-40.19
0CO,1/20/24,6:55:00 PM,-22,-27.4,75.04,340,19,0,29.71,0.25,26,OVC,M,M,M,400,M,M,-51.97
0CO,1/20/24,7:55:00 PM,-20.2,-27.4,68.31,320,24,0,29.69,0.5,30,BKN,OVC,M,M,400,1300,M,-52.36
0CO,1/21/24,8:55:00 PM,-18.4,-25.6,68.55,340,19,0,29.68,0.25,32,OVC,M,M,M,200,M,M,-47.21
0CO,1/21/24,9:55:00 PM,-18.4,-25.6,68.55,330,22,0,29.7,0.75,28,SCT,BKN,BKN,M,300,800,1500,-48.91
0CO,1/21/24,10:55:00 PM,-18.4,-25.6,68.55,M,M,0,29.69,0.25,M,BKN,OVC,M,M,100,800,M,M
0CO,1/21/24,11:55:00 PM,-22,-27.4,75.04,320,29,0,29.74,0.5,35,BKN,BKN,M,M,200,900,M,-57.16
0CO,1/21/24,12:55:00 AM,-23.8,-31,67.81,M,M,0,29.77,1,M,BKN,BKN,M,M,100,500,M,M
0CO,1/21/24,1:55:00 AM,-23.8,-29.2,74.83,330,27,0,29.81,1.75,M,VV ,M,M,M,700,M,M,-58.71
0CO,1/21/24,2:55:00 AM,-23.8,-31,67.81,M,M,0,29.82,2.5,M,CLR,M,M,M,M,M,M,M
0CO,1/21/24,3:55:00 AM,-23.8,-31,67.81,M,M,0,29.85,10,M,CLR,M,M,M,M,M,M,M
0CO,1/21/24,4:55:00 AM,-22,-27.4,75.04,310,30,0,29.87,10,M,CLR,M,M,M,M,M,M,-57.59
0CO,1/21/24,5:55:00 AM,-22,-27.4,75.04,300,16,0,29.92,10,25,CLR,M,M,M,M,M,M,-49.97
0CO,1/21/24,6:55:00 AM,-23.8,-31,67.81,M,M,0,29.92,10,M,CLR,M,M,M,M,M,M,M
0CO,1/21/24,7:55:00 AM,-23.8,-31,67.81,M,M,0,29.93,10,M,CLR,M,M,M,M,M,M,M
0CO,1/21/24,8:55:00 AM,-23.8,-29.2,74.83,M,M,0,29.94,10,M,CLR,M,M,M,M,M,M,M
0CO,1/21/24,9:55:00 AM,-22,-27.4,75.04,340,27,0,29.95,7,34,CLR,M,M,M,M,M,M,-56.25
0CO,1/21/24,10:55:00 AM,-20.2,-27.4,68.31,M,M,0,29.97,10,M,CLR,M,M,M,M,M,M,M
0CO,1/21/24,11:55:00 AM,-22,-27.4,75.04,330,28,0,29.97,7,M,CLR,M,M,M,M,M,M,-56.71
0CO,1/21/24,12:55:00 PM,-16.6,-22,75.63,330,26,0,29.98,10,36,CLR,M,M,M,M,M,M,-48.45
0CO,1/21/24,1:55:00 PM,-14.8,-18.4,83.23,320,28,0,30.01,5,37,CLR,M,M,M,M,M,M,-46.87
0CO,1/21/24,2:55:00 PM,-9.4,-14.8,76.4,330,23,0,30.05,7,32,CLR,M,M,M,M,M,M,-37.33
0CO,1/21/24,3:55:00 PM,-9.4,-14.8,76.4,320,27,0,30.06,2.5,39,CLR,M,M,M,M,M,M,-39.08
